titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Fondation de l’Académie de Marine	https://francearchives.fr/pages_histoire/39654	société savante###marine	https://francearchives.fr/fr/subject/131928557###https://francearchives.fr/fr/subject/223553034	Académie de marine (France) 	https://francearchives.fr/fr/agent/18457264		
Georges Cuvier est nommé professeur au Muséum	https://francearchives.fr/pages_histoire/39164	sciences de la vie et de la terre 	https://francearchives.fr/fr/subject/213703462	Cuvier, Georges (1769-1832) ; Muséum national d'histoire naturelle (Paris) 	https://francearchives.fr/fr/agent/18987293###https://francearchives.fr/fr/agent/131448597		
Georges de La Tour	https://francearchives.fr/pages_histoire/38710	peinture	https://francearchives.fr/fr/subject/132028797				
Gilles Personne de Roberval	https://francearchives.fr/pages_histoire/38818	recherche scientifique	https://francearchives.fr/fr/subject/130727818	Roberval, Gilles Personne de (1602-1675 ; mathématicien français)	https://francearchives.fr/fr/agent/19033835		
Henri Lacordaire	https://francearchives.fr/pages_histoire/39808	congrégation###enseignement privé###catholicisme	https://francearchives.fr/fr/subject/130848867###https://francearchives.fr/fr/subject/131530944###https://francearchives.fr/fr/subject/130736691	Lacordaire, Henri-Dominique (1802-1861)	https://francearchives.fr/fr/agent/131447020		
Inauguration de la Cité radieuse de Le Corbusier	https://francearchives.fr/pages_histoire/38821	architecture###urbanisme	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/168520112	Le Corbusier (1887-1965)	https://francearchives.fr/fr/agent/131496836	Marseille (Bouches-du-Rhône, France)	https://francearchives.fr/fr/location/224024816
Jean Bart	https://francearchives.fr/pages_histoire/39653	marine###commerce 	https://francearchives.fr/fr/subject/131242309###https://francearchives.fr/fr/subject/130956190 	 Louis XIV (1638-1715 ; roi de France) ; Bart, Jean (1650-1702)	https://francearchives.fr/fr/agent/130776325	Dunkerque (Nord, France)	https://francearchives.fr/fr/location/130965341
Jean de Lattre de Tassigny	https://francearchives.fr/pages_histoire/38830	Guerre 39-45###guerre d’Indochine (1946-1954)	https://francearchives.fr/fr/subject/238978767###https://francearchives.fr/fr/subject/131490630	Lattre de Tassigny, Jean de (1889-1952 ; maréchal de France)	https://francearchives.fr/fr/agent/131573065		
Joseph-Marie Charles, dit Jacquard	https://francearchives.fr/pages_histoire/39273	invention###industrie textile	https://francearchives.fr/fr/subject/218304216###https://francearchives.fr/fr/subject/131874821	Jacquard, Josph Marie (1752-1834 ; inventeur du métier à tisser)	https://francearchives.fr/fr/agent/159706933	Lyon (Rhône, France)	https://francearchives.fr/fr/location/218294602
Jules Mazarin	https://francearchives.fr/pages_histoire/38722	administration centrale###Fronde (1648-1652)###Guerre de Trente Ans (1618-1648)	https://francearchives.fr/fr/subject/130921480###https://francearchives.fr/fr/subject/217703890###https://francearchives.fr/fr/subject/18264684	Mazarin, Jules (1602-1661)###Anne d'Autriche (1601-1666 ; reine de France)###Louis XIV (1638-1715 ; roi de France)	https://francearchives.fr/fr/agent/19462793###https://francearchives.fr/fr/agent/130801564###https://francearchives.fr/fr/agent/130776325	Italie	https://francearchives.fr/fr/location/130809215
Le voyage dans la Lune de Georges Méliès, premier film de fiction	https://francearchives.fr/pages_histoire/38820	cinéma	https://francearchives.fr/fr/subject/132090528 	Méliès, Marie Georges Jean (1861-1938 ; pionnier et inventeur du spectacle cinématographique)	https://francearchives.fr/fr/agent/19285516		
Léonard de Vinci	https://francearchives.fr/pages_histoire/38707	peinture###Renaissance	https://francearchives.fr/fr/subject/132028797###https://francearchives.fr/fr/subject/131693346	Léonard de Vinci (1452-1519)###François Ier (1494-1547 ; roi de France)	https://francearchives.fr/fr/agent/131450578###https://francearchives.fr/fr/agent/130736650	Italie	https://francearchives.fr/fr/location/130809215
Loi instituant la Légion d’honneur	https://francearchives.fr/pages_histoire/39895	distinction honorifique ###Consulat (1799-1804)	https://francearchives.fr/fr/subject/130966180###https://francearchives.fr/fr/subject/224126559	Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130744655		
Loi sur l’Instruction publique créant les lycées et l’Inspection générale	https://francearchives.fr/pages_histoire/39896	lycée###enseignement public###enseignement secondaire###Consulat (1799-1804)	https://francearchives.fr/fr/subject/130776156###https://francearchives.fr/fr/subject/169107602###https://francearchives.fr/fr/subject/131736066###https://francearchives.fr/fr/subject/224126559				
Mise au point de l’accouchement psychoprophylactique, dit sans douleur, par Fernand Lamaze	https://francearchives.fr/pages_histoire/40009	accouchement###établissement sanitaire privé	https://francearchives.fr/fr/subject/130963368###https://francearchives.fr/fr/subject/167802581	Union fraternelle des métallurgistes (Île-de-France) ; Union des femmes françaises ; Lamaze, Fernand (1891-1957 ; obstétricien français)	https://francearchives.fr/fr/agent/166364795###https://francearchives.fr/fr/agent/166360626###https://francearchives.fr/fr/agent/350700273		
Naissance des grands magasins : le Bon marché	https://francearchives.fr/pages_histoire/39894	grande surface commerciale###Second Empire (1852-1870)	https://francearchives.fr/fr/subject/130817753###https://francearchives.fr/fr/subject/217669122	Boucicaut, Aristide (1810-1877 ; entrepreneur et homme d'affaires français)###Boucicaut, Marguerite (1816-1887 ; épouse d’Aristide Boucicaut, fondatrice de l'hôpital Boucicaut)###Zola, Emile (1840-1902 ; romancier, auteur dramatique, critique artistique et littéraire et journaliste français )###Le Bon Marché	https://francearchives.fr/fr/agent/18608270###https://francearchives.fr/fr/agent/173666524###https://francearchives.fr/fr/agent/131572680###https://francearchives.fr/fr/agent/18747812	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Ouverture du musée des Beaux-Arts au Petit Palais	https://francearchives.fr/pages_histoire/38819	exposition universelle###musée###arts plastiques	https://francearchives.fr/fr/subject/130829901###https://francearchives.fr/fr/subject/130951589###https://francearchives.fr/fr/subject/131051621	Petit Palais (Paris) 	https://francearchives.fr/fr/agent/19612195	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Parution de La loi de dilatation des gaz de Louis-Joseph Gay-Lussac	https://francearchives.fr/pages_histoire/40010	découverte scientifique###sciences physiques	https://francearchives.fr/fr/subject/169254679###https://francearchives.fr/fr/subject/30299720	Gay-Lussac, Louis Joseph (1778-1850 ; chimiste et physicien français)	https://francearchives.fr/fr/agent/19277516		
Parution des Amours de Cassandre de Pierre de Ronsard, avec supplément musical	https://francearchives.fr/pages_histoire/39250	poésie###Renaissance	https://francearchives.fr/fr/subject/221204583###https://francearchives.fr/fr/subject/131693346	Ronsard, Pierre de (1524-1585 ; poète français)###Du Bellay, Joachim (1522?-1560 ; poète français)	https://francearchives.fr/fr/agent/120215425###https://francearchives.fr/fr/agent/130980098		
Parution du Génie du christianisme de Chateaubriand	https://francearchives.fr/pages_histoire/39807	littérature 	https://francearchives.fr/fr/subject/301150616	Chateaubriand, François René de (1768-1848 ; écrivain et homme politique français)	https://francearchives.fr/fr/agent/18891483		
Parution du premier tome du Recueil d’antiquités égyptiennes, grecques, étrusques et romaines du comte de Caylus	https://francearchives.fr/pages_histoire/39278	Antiquité###archéologie###Mouvement des Lumières	https://francearchives.fr/fr/subject/221185131###https://francearchives.fr/fr/subject/131991534###https://francearchives.fr/fr/subject/131726467	Caylus, Anne Claude Philippe de (1692-1765 ; archéologue, antiquaire et homme de lettres français)	https://francearchives.fr/fr/agent/18419384		
Parution du Quart Livre de François Rabelais	https://francearchives.fr/pages_histoire/39251	littérature###Renaissance	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/131693346	Rabelais, François (1494?-1553 ; écrivain français)	https://francearchives.fr/fr/agent/18412363		
Paul Éluard	https://francearchives.fr/pages_histoire/39810	poésie###vie intellectuelle###communisme	https://francearchives.fr/fr/subject/221204583###https://francearchives.fr/fr/subject/222798###https://francearchives.fr/fr/subject/130851000	Eluard, Paul (1895-1952 ; poète français)	https://francearchives.fr/fr/agent/131572732		
Philippe de Champaigne	https://francearchives.fr/pages_histoire/38709	peinture###mouvement politique et sociétal	https://francearchives.fr/fr/subject/132028797###https://francearchives.fr/fr/subject/223062	Champaigne, Philippe de (1602-1674, peintre)	https://francearchives.fr/fr/agent/130798121		
Pose de la première pierre de la Place royale de Nancy	https://francearchives.fr/pages_histoire/39277	architecture###urbanisme	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/168520112	Leszczynski, Stanislas (1677-1766 ; roi de Pologne, duc de Lorraine)	https://francearchives.fr/fr/agent/19085794	Nancy (Meurthe-et-Moselle, France)	https://francearchives.fr/fr/location/18403366
Répétition générale de Pelléas et Mélisande à l’Opéra-Comique	https://francearchives.fr/pages_histoire/38823	musique	https://francearchives.fr/fr/subject/130949414	Debussy, Claude (1862-1918 ; compositeur français)###Maeterlinck, Maurice (1862-1949 ; poète et dramaturge belge)###Opéra-Comique (Paris)	https://francearchives.fr/fr/agent/167770866###https://francearchives.fr/fr/agent/30331304###https://francearchives.fr/fr/agent/19610426		
Victor Hugo	https://francearchives.fr/pages_histoire/39980	littérature###Deuxième République (1848-1852)###Troisième République (1870-1940)	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/223438857###https://francearchives.fr/fr/subject/166447082	Hugo, Victor (1802-1885)	https://francearchives.fr/fr/agent/130963047		
Apollinaire commence La chanson du mal-aimé	https://francearchives.fr/pages_histoire/39913	poésie 	https://francearchives.fr/fr/subject/221204583 	Apollinaire, Guillaume (1880-1918 ; poète français)	https://francearchives.fr/fr/agent/130924306		
Apparition du prix Goncourt	https://francearchives.fr/pages_histoire/39911	littérature 	https://francearchives.fr/fr/subject/301150616	Académie Goncourt###Goncourt, Edmond de (1822-1896 ; écrivain français)	https://francearchives.fr/fr/agent/30327278###https://francearchives.fr/fr/agent/130933460		
Attribution du prix Nobel de physique à Henri Becquerel, Pierre et Marie Curie	https://francearchives.fr/pages_histoire/38826	distinction honorifique###sciences physiques	https://francearchives.fr/fr/subject/130966180###https://francearchives.fr/fr/subject/30299720	Becquerel, Henri (1852-1908)###Curie, Marie (1867-1934)###Curie, Pierre (1859-1906)	https://francearchives.fr/fr/agent/214699910###https://francearchives.fr/fr/agent/74731396###https://francearchives.fr/fr/agent/215121379		
Bataille de Castillon	https://francearchives.fr/pages_histoire/39763	guerre de Cent Ans (1337-1453)	https://francearchives.fr/fr/subject/226636784	Charles VII (1403-1461 ; roi de France)###Henri VI (1421-1471 ; roi d'Angleterre)	https://francearchives.fr/fr/agent/130735305	Castillon-la-Bataille (Gironde, France)	https://francearchives.fr/fr/location/130934133
Camille Pissarro	https://francearchives.fr/pages_histoire/40113	peinture 	https://francearchives.fr/fr/subject/132028797 	Pissarro, Camille (1830-1903 ; peintre français)	https://francearchives.fr/fr/agent/217851835		
Charles Perrault	https://francearchives.fr/pages_histoire/38988	littérature 	https://francearchives.fr/fr/subject/301150616	Perrault, Charles (1628-1703; poète français)###Académie française###Louis XIV (1638-1715 ; roi de France)	https://francearchives.fr/fr/agent/18881410###https://francearchives.fr/fr/agent/18457277###https://francearchives.fr/fr/agent/130776325		
Charles VII	https://francearchives.fr/pages_histoire/38756	guerre de Cent Ans (1337-1453)	https://francearchives.fr/fr/subject/226636784	Charles VII (1403-1461 ; roi de France)###Jeanne d'Arc (sainte ; 1412-1431)	https://francearchives.fr/fr/agent/130735305###https://francearchives.fr/fr/agent/131008154		
Claude Bernard soutient sa thèse intitulée Recherche sur une nouvelle fonction du foie	https://francearchives.fr/pages_histoire/40013	médecin###sciences de la vie et de la terre	 https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/213703462	Bernard, Claude (1813-1878 ; médecin et physiologiste français)	https://francearchives.fr/fr/agent/131639343		
Création de la chambre de commerce de Paris	https://francearchives.fr/pages_histoire/38762	chambre consulaire###manifestation commerciale###délégué consulaire###enseignement professionnel	https://francearchives.fr/fr/subject/130694674###https://francearchives.fr/fr/subject/130759729###https://francearchives.fr/fr/subject/131009415###https://francearchives.fr/fr/subject/131258042	Chambre de commerce et d'industrie (Paris)	https://francearchives.fr/fr/agent/291908305		
Création de la Société française de psychanalyse (SFP)	https://francearchives.fr/pages_histoire/39907	psychanalyse 	https://francearchives.fr/fr/subject/249834100	Lacan, Jacques (1901-1981 ; psychiatre et psychanalyste français) ; Société française de psychanalyse 	https://francearchives.fr/fr/agent/19386654		
Création du Franc « Germinal »	https://francearchives.fr/pages_histoire/38864	monnaie###législation###Consulat (1799-1804)	https://francearchives.fr/fr/subject/130784552###https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/224126559	Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130744655		
Début du premier tour de France cycliste	https://francearchives.fr/pages_histoire/38871	discipline sportive###manifestation sportive	https://francearchives.fr/fr/subject/130759700###https://francearchives.fr/fr/subject/223370				
Edgar Quinet	https://francearchives.fr/pages_histoire/38953	recherche historique	https://francearchives.fr/fr/subject/221826	Quinet, Edgar (1803-1875 ; écrivain et historien français)###Michelet, Jules (1798-1874 ; écrivain et historien français)	https://francearchives.fr/fr/agent/19150704###https://francearchives.fr/fr/agent/131692460	Ain (Rhône-Alpes , département)	https://francearchives.fr/fr/location/18353589
Flora Tristan	https://francearchives.fr/pages_histoire/39646	mouvement ouvrier###condition féminine	https://francearchives.fr/fr/subject/18277990###https://francearchives.fr/fr/subject/18258287	Tristan, Flora (1803-1844 ; journaliste, militante féministe française)###Gauguin, Paul (1848-1903 ; peintre français)###Sand, George (1804-1876 ; romancière et dramaturge française)	https://francearchives.fr/fr/agent/226636876###https://francearchives.fr/fr/agent/131450229###https://francearchives.fr/fr/agent/19284274		
Fondation de la Société de pharmacie de Paris, devenue Académie nationale de pharmacie	https://francearchives.fr/pages_histoire/38868	pharmacie###société savante###enseignement professionnel###découverte scientifique	https://francearchives.fr/fr/subject/130881800###https://francearchives.fr/fr/subject/131928557###https://francearchives.fr/fr/subject/131258042###https://francearchives.fr/fr/subject/169254679			Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Fouilles de la tombe princière de Vix	https://francearchives.fr/pages_histoire/40112	archéologie###Antiquité gauloise	https://francearchives.fr/fr/subject/131991534 			Vix (Côte-d'Or, France)	https://francearchives.fr/fr/location/168694677
François Arago	https://francearchives.fr/pages_histoire/40018	astronomie###sciences physiques###mathématiques	https://francearchives.fr/fr/subject/130828109###https://francearchives.fr/fr/subject/30299720###https://francearchives.fr/fr/subject/130852103	Arago, François (1786-1853 ; mathématicien, physicien, astronome et homme politique français)###Observatoire de Paris	https://francearchives.fr/fr/agent/18605565###https://francearchives.fr/fr/agent/82664518		
François Boucher	https://francearchives.fr/pages_histoire/40021	peinture	https://francearchives.fr/fr/subject/132028797	Pompadour, Marquise de (1721-1764) ; Boucher, François (1703-1770) 	https://francearchives.fr/fr/agent/19066675		
François Rabelais	https://francearchives.fr/pages_histoire/38989	littérature###Renaissance	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/131693346	Rabelais, François (1494?-1553 ; écrivain français)	https://francearchives.fr/fr/agent/18412363		
François Viète	https://francearchives.fr/pages_histoire/40012	mathématiques###Renaissance	https://francearchives.fr/fr/subject/130852103 ###https://francearchives.fr/fr/subject/131693346	Viète, François (1540-1603 ; mathématicien français)	https://francearchives.fr/fr/agent/19251753		
Frédéric Ozanam	https://francearchives.fr/pages_histoire/39617	catholicisme###action humanitaire###mouvement politique et sociétal	https://francearchives.fr/fr/subject/130736691###https://francearchives.fr/fr/subject/129709515###https://francearchives.fr/fr/subject/223062	Ozanam, Frédéric (1813-1853)###Société de Saint-Vincent-de-Paul	https://francearchives.fr/fr/agent/19254386###https://francearchives.fr/fr/agent/19089158 		
Georges Haussmann est nommé préfet de la Seine	https://francearchives.fr/pages_histoire/40118	urbanisme###Second Empire (1852-1870)###fonctionnaire de l'État	https://francearchives.fr/fr/subject/168520112###https://francearchives.fr/fr/subject/167776578###https://francearchives.fr/fr/subject/130640747	Haussmann, Georges Eugène (1809-1891)	https://francearchives.fr/fr/agent/19186523	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Georges Simenon	https://francearchives.fr/pages_histoire/39618	littérature 	https://francearchives.fr/fr/subject/301150616	Simenon, Georges (1903-1989 ; écrivain, romancier)	https://francearchives.fr/fr/agent/221608292	Belgique	https://francearchives.fr/fr/location/165908700
Hector Berlioz	https://francearchives.fr/pages_histoire/40022	musique 	https://francearchives.fr/fr/subject/130949414 	Berlioz, Hector (1803-1869 ; compositeur et critique musical français)	https://francearchives.fr/fr/agent/18703363		
Inauguration du monument Renan	https://francearchives.fr/pages_histoire/39644	mouvement politique et sociétal###Troisième République (1870-1940)	https://francearchives.fr/fr/subject/223062###https://francearchives.fr/fr/subject/166447082	Renan, Ernest (1823-1892 ; écrivain et historien français)	https://francearchives.fr/fr/agent/19176046	Tréguier (Côtes-d'Armor, France)	https://francearchives.fr/fr/location/167885288
Installation de l’Académie de France à Rome à la Villa Médicis	https://francearchives.fr/pages_histoire/40023	art###patrimoine architectural###société savante	https://francearchives.fr/fr/subject/217673747###https://francearchives.fr/fr/subject/222224 ###https://francearchives.fr/fr/subject/131928557	Académie de France à Rome	https://francearchives.fr/fr/agent/18450758	Rome (Italie)	https://francearchives.fr/fr/location/217220517
Jacques Doucet	https://francearchives.fr/pages_histoire/40116	mécénat###art 	https://francearchives.fr/fr/subject/18256666###https://francearchives.fr/fr/subject/217673747 			Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Jean-Baptiste Kléber	https://francearchives.fr/pages_histoire/39761	Guerres de la Révolution (1792-1799)###Campagne d’Égypte (1798-1801)	https://francearchives.fr/fr/subject/27351039###https://francearchives.fr/fr/subject/30299386	Kléber, Jean-Baptiste (1753-1800 ; général français)	https://francearchives.fr/fr/agent/131513714	Strasbourg (Bas-Rhin, France)	https://francearchives.fr/fr/location/18334561
Jean-Baptiste Reinhardt, dit Django Reinhardt	https://francearchives.fr/pages_histoire/39738	musique###nomade	https://francearchives.fr/fr/subject/130949414###https://francearchives.fr/fr/subject/130762321	Grappelli, Stéphane (1908-1997 ; violoniste, pianiste, et jazzman français) ; Reinhardt, Django (1910-1953 ; guitariste de jazz français)	https://francearchives.fr/fr/agent/221119550		
Jean-Jacques Régis Cambacérès	https://francearchives.fr/pages_histoire/38761	législation###institutions ###Consulat (1799-1804)###Premier Empire (1804-1815)	https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/131513049 ###https://francearchives.fr/fr/subject/224126559###https://francearchives.fr/fr/subject/214415522	Cambacérès, Jean Jacques Régis de (1753-1824 ; homme politique français)###Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/18813492###https://francearchives.fr/fr/agent/130744655		
La France prend possession de la Nouvelle-Calédonie	https://francearchives.fr/pages_histoire/38870	colonisation###établissement pénitentiaire###minerai	https://francearchives.fr/fr/subject/131003147###https://francearchives.fr/fr/subject/221129847###https://francearchives.fr/fr/subject/131871790			Nouvelle-Calédonie, Territoire de (France) 	https://francearchives.fr/fr/location/18340586
la Revue blanche	https://francearchives.fr/pages_histoire/40117	presse###art###Affaire Dreyfus (1894-1906)	https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/217673747###https://francearchives.fr/fr/subject/18253996				
Lazare Carnot	https://francearchives.fr/pages_histoire/39760	officier militaire###mathématiques###Révolution de 1789	https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/130852103###https://francearchives.fr/fr/subject/127680731	Carnot, Lazare (1753-1823 ; mathématicien, physicien, général et homme politique français)	https://francearchives.fr/fr/agent/18826074		
Le couronnement d’Élisabeth II : première retransmission télévisée	https://francearchives.fr/pages_histoire/39906	télédiffusion  	https://francearchives.fr/fr/subject/130699400	Élisabeth II (reine de Grande-Bretagne ; 1926-....)	https://francearchives.fr/fr/agent/214089801		
Loi organique du notariat	https://francearchives.fr/pages_histoire/38865	Consulat (1799-1804)###notaire###législation	https://francearchives.fr/fr/subject/224126559###https://francearchives.fr/fr/subject/130950506###https://francearchives.fr/fr/subject/131513685				
Loi relative au régime des pensions de retraite des fonctionnaires	https://francearchives.fr/pages_histoire/39645	assurance vieillesse###personnel###législation	https://francearchives.fr/fr/subject/130690677###https://francearchives.fr/fr/subject/130640745###https://francearchives.fr/fr/subject/131513685				
Louis Couperin devient organiste de l’église Saint-Gervais	https://francearchives.fr/pages_histoire/39507	musique	https://francearchives.fr/fr/subject/130949414	Couperin, Armand Louis (1727-1789 ; organiste et compositeur français)	https://francearchives.fr/fr/agent/18609983	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Marguerite de Crayencour, dite Marguerite Yourcenar	https://francearchives.fr/pages_histoire/39912	littérature 	https://francearchives.fr/fr/subject/301150616	Yourcenar, Marguerite (1903-1987 ;  écrivain français)	https://francearchives.fr/fr/agent/131412580		
Michel Servet	https://francearchives.fr/pages_histoire/39053	Renaissance###culte###hérésie	https://francearchives.fr/fr/subject/131693346 ###https://francearchives.fr/fr/subject/130828923###https://francearchives.fr/fr/subject/130598606	Servet, Michel (1511-1553 ; théologien et médecin français)	https://francearchives.fr/fr/agent/19585652		
Nostradamus	https://francearchives.fr/pages_histoire/40015	médecin###astrologie	https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/130979091	Catherine de Médicis (1519-1589 ; reine de France) ; Nostradamus (1503-1566) 	https://francearchives.fr/fr/agent/130732502	Salon-de-Provence (Bouches-du-Rhône, France)	https://francearchives.fr/fr/location/18341151
Nouvelle édition Du vrai, du beau, du bien de Victor Cousin	https://francearchives.fr/pages_histoire/39616	philosophie###enseignement privé	https://francearchives.fr/fr/subject/130850802###https://francearchives.fr/fr/subject/131530944	Cousin, Victor (1792-1867)	https://francearchives.fr/fr/agent/131728097		
Parution du tome premier de l’Histoire de France d’Ernest Lavisse : : Le Tableau de la géographie de la France par Paul Vidal de la Blache	https://francearchives.fr/pages_histoire/39509	géographie###recherche historique	https://francearchives.fr/fr/subject/130776575###https://francearchives.fr/fr/subject/221826	Lavisse, Ernest (1842-1922 ; historien français)###Vidal de La Blache, Paul (1845-1918 ; géographe français)	https://francearchives.fr/fr/agent/18436766###https://francearchives.fr/fr/agent/18731658		
Parution du Traité d’économie politique de Jean-Baptiste Say	https://francearchives.fr/pages_histoire/39615	économie###libéralisme	https://francearchives.fr/fr/subject/130956352###https://francearchives.fr/fr/subject/130744712	Say, Jean-Baptiste (1767-1832 ; économiste français)	https://francearchives.fr/fr/agent/214729124		
Paul Gauguin	https://francearchives.fr/pages_histoire/40114	peinture	https://francearchives.fr/fr/subject/132028797	Gauguin, Paul (1848-1903 ; peintre français)	https://francearchives.fr/fr/agent/131450229	Marquises, Îles (Polynésie française, France) 	https://francearchives.fr/fr/location/215254370
Pierre-Ambroise Choderlos de Laclos	https://francearchives.fr/pages_histoire/39843	littérature###officier militaire###Guerres de la Révolution (1792-1799)###Consulat (1799-1804)	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/18270331###https://francearchives.fr/fr/subject/27351039###https://francearchives.fr/fr/subject/224126559	Choderlos de Laclos, Pierre-Ambroise-François (1741-1803 ; écrivain français) ; Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/18904641; https://francearchives.fr/fr/agent/130744655		
Première cocotte minute	https://francearchives.fr/pages_histoire/38827	vie quotidienne	https://francearchives.fr/fr/subject/130805881				
Première de En attendant Godot au théâtre Babylone	https://francearchives.fr/pages_histoire/39737	art dramatique 	https://francearchives.fr/fr/subject/18259958 	Beckett, Samuel (1906-1989 ; écrivain, poète et dramaturge irlandais)	https://francearchives.fr/fr/agent/131019622		
Prosper Mérimée	https://francearchives.fr/pages_histoire/39878	littérature###patrimoine architectural	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/222224	Mérimée, Prosper (1803-1870 ; écrivain, historien et archéologue français)	https://francearchives.fr/fr/agent/131686205		
Raoul Dufy	https://francearchives.fr/pages_histoire/40111	peinture	https://francearchives.fr/fr/subject/132028797	Dufy, Raoul (1877-1953 ; peintre français)	https://francearchives.fr/fr/agent/19134923		
Raoul Follereau	https://francearchives.fr/pages_histoire/40017	littérature###action humanitaire###lèpre	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/129709515	Follereau, Raoul (1803-1977 ; écrivain, journaliste et philanthrope français)	https://francearchives.fr/fr/agent/19219412		
Raymond Queneau	https://francearchives.fr/pages_histoire/39508	littérature###recherche scientifique	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/130727818	Queneau, Raymond (1903-1976 ; écrivain et poète français)	https://francearchives.fr/fr/agent/232235015		
Raymond Radiguet	https://francearchives.fr/pages_histoire/39510	littérature 	https://francearchives.fr/fr/subject/301150616	Radiguet, Raymond (1903-1923 ; écrivain français)	https://francearchives.fr/fr/agent/30354025		
Robert Fulton fait fonctionner le premier bateau à vapeur sur la Seine	https://francearchives.fr/pages_histoire/40014	invention###navire###transport fluvial	https://francearchives.fr/fr/subject/218304216###https://francearchives.fr/fr/subject/222696###https://francearchives.fr/fr/subject/216745382				
Théophraste Renaudot	https://francearchives.fr/pages_histoire/39080	action humanitaire###médecin###presse	https://francearchives.fr/fr/subject/129709515###https://francearchives.fr/fr/subject/164992079###https://francearchives.fr/fr/subject/130666092	Renaudot, Théophraste (1586-1653 ; journaliste, médecin et philanthrope français)###Richelieu, Armand Jean Du Plessis (1585-1642 ; cardinal duc de)	https://francearchives.fr/fr/agent/19641501###https://francearchives.fr/fr/agent/131790869		
Toussaint Louverture	https://francearchives.fr/pages_histoire/39647	esclavage###colonisation###Consulat (1799-1804)	https://francearchives.fr/fr/subject/216744543###https://francearchives.fr/fr/subject/131003147###https://francearchives.fr/fr/subject/224126559	Louverture, Toussaint (1743-1803 ; général, chef de la révolution haïtienne)###Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/223471428###https://francearchives.fr/fr/agent/130744655	Haïti	https://francearchives.fr/fr/location/131443524
Vente de la Louisiane aux États-Unis	https://francearchives.fr/pages_histoire/38869	colonisation###Consulat (1799-1804)###Guerre de Sept Ans (1756-1763)	https://francearchives.fr/fr/subject/131003147###https://francearchives.fr/fr/subject/224126559###https://francearchives.fr/fr/subject/131640088	Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130744655	Louisiane, Colonie de la (France ; 1682-1803) 	https://francearchives.fr/fr/location/221472968
Vincent van Gogh	https://francearchives.fr/pages_histoire/40115	peinture	https://francearchives.fr/fr/subject/132028797	Van Gogh, Vincent (1853-1890 ; peintre néerlandais)###Van Gogh, Théodore (1857-1891 ; marchand d'art néerlandais, frère de Vincent)	https://francearchives.fr/fr/agent/19310509###https://francearchives.fr/fr/agent/30339795		
Vote du plan Courant de construction d’habitations à loyer modéré	https://francearchives.fr/pages_histoire/39082	dommages de guerre###urbanisme###habitation à loyer modéré	https://francearchives.fr/fr/subject/130835620### https://francearchives.fr/fr/subject/168520112###https://francearchives.fr/fr/subject/130694697	Courant, Pierre (1897-1965 ; personnalité politique française)	https://francearchives.fr/fr/agent/18974191		
Abraham Bosse, graveur en taille-douce et théoricien de l'art français	https://francearchives.fr/pages_histoire/39070	arts plastiques###recherche scientifique	https://francearchives.fr/fr/subject/131051621###https://francearchives.fr/fr/subject/130727818	Bosse, Abraham (1604-1676 ;  graveur français)	https://francearchives.fr/fr/agent/18456225		
Ambroise Paré est reçu « docteur en chirurgie »	https://francearchives.fr/pages_histoire/38839	médecin###découverte scientifique	https://francearchives.fr/fr/subject/164992079###https://francearchives.fr/fr/subject/169254679	Paré, Ambroise (1509?-1590 ; chirurgien français)	https://francearchives.fr/fr/agent/131818275		
