titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Jacques-Claude-Marie Vincent, marquis de Gournay	https://francearchives.fr/pages_histoire/38976	commerce extérieur###économie###Mouvement des Lumières	https://francearchives.fr/fr/subject/130719560###https://francearchives.fr/fr/subject/130956352###https://francearchives.fr/fr/subject/131726467				
Jean Bodel	https://francearchives.fr/pages_histoire/39483	poésie###Moyen Âge	https://francearchives.fr/fr/subject/165998611###https://francearchives.fr/fr/subject/131572578				
Jean Calvin	https://francearchives.fr/pages_histoire/40087	Réforme protestante	https://francearchives.fr/fr/subject/30300668	Calvin, Jean (1509-1564) 	https://francearchives.fr/fr/agent/130801474	Genève (Suisse)	https://francearchives.fr/fr/location/217197307
Jean de Rotrou	https://francearchives.fr/pages_histoire/39479	art dramatique 	https://francearchives.fr/fr/subject/18259958	Rotrou, Jean de (1609-1650) 	https://francearchives.fr/fr/agent/19044231		
Jean Jaurès	https://francearchives.fr/pages_histoire/38693	socialisme###Affaire Dreyfus (1894-1906)###mouvement ouvrier	https://francearchives.fr/fr/subject/18265827###https://francearchives.fr/fr/subject/217669754###https://francearchives.fr/fr/subject/18277990	L'Humanité (Périodique) ; Parti socialiste SFIO (France) ; Jaurès, Jean (1859-1914)	https://francearchives.fr/fr/agent/166349262###https://francearchives.fr/fr/agent/165912582		
Jean Lannes	https://francearchives.fr/pages_histoire/40080	officier militaire###Guerres napoléoniennes (1810-1815)	https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/131513860	Lannes, Jean (1769-1809) 	https://francearchives.fr/fr/agent/19412188		
Jean-Marie Vianney (saint), curé d’Ars	https://francearchives.fr/pages_histoire/38857	ministre du culte###pélerinage###catholicisme	https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130980466###https://francearchives.fr/fr/subject/130736691	Jean-Marie Vianney (1786-1859 ; saint) 	https://francearchives.fr/fr/agent/18428347	Ars-sur-Formans (Ain)	https://francearchives.fr/fr/location/18319574
Joseph-Marie Vien	https://francearchives.fr/pages_histoire/38746	peinture	https://francearchives.fr/fr/subject/132028797	Vien, Joseph-Marie (1716-1809) 	https://francearchives.fr/fr/agent/131438131		
La loi Engerand, première loi sur la protection de la maternité	https://francearchives.fr/pages_histoire/38847	accouchement###conditions du travail###condition féminine###législation	https://francearchives.fr/fr/subject/18270533###https://francearchives.fr/fr/subject/130640755###https://francearchives.fr/fr/subject/18258287###https://francearchives.fr/fr/subject/131513685	Engerand, Fernand (1867-1938) 	https://francearchives.fr/fr/agent/19171349		
Le dernier des justes d’André Schwarz-Bart, prix Goncourt 1959	https://francearchives.fr/pages_histoire/38743	littérature###juif###antisémitisme	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/165937566###https://francearchives.fr/fr/subject/131445558	Schwarz-Bart, André (1928-2006) 	https://francearchives.fr/fr/agent/256194268		
Léo Malet	https://francearchives.fr/pages_histoire/39585	littérature	https://francearchives.fr/fr/subject/217853343				
Les Ballets russes enchantent Paris	https://francearchives.fr/pages_histoire/38658	danse###entreprise de spectacle	https://francearchives.fr/fr/subject/131990493###https://francearchives.fr/fr/subject/217666603			Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Loi dite loi Debré sur les rapports entre l’État et l’enseignement libre	https://francearchives.fr/pages_histoire/38846	enseignement privé###Cinquième République (1958-)###législation	https://francearchives.fr/fr/subject/131530944###https://francearchives.fr/fr/subject/18282789###https://francearchives.fr/fr/subject/131513685	Debré, Michel (1912-1996) 	https://francearchives.fr/fr/agent/131034128		
Louis Braille	https://francearchives.fr/pages_histoire/38980	éducation spéciale###personne handicapée	https://francearchives.fr/fr/subject/130769479###https://francearchives.fr/fr/subject/223966144	Braille, Louis (1809-1852) 	https://francearchives.fr/fr/agent/18779607		
Louis-Joseph de Saint-Véran, marquis de Montcalm	https://francearchives.fr/pages_histoire/40082	officier militaire###colonisation###Guerre de Sept Ans ( 1759-1763)	https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/131003147###https://francearchives.fr/fr/subject/131640088			Québec (Canada)	https://francearchives.fr/fr/location/18303516
Marcel Carné	https://francearchives.fr/pages_histoire/38660	cinéma	https://francearchives.fr/fr/subject/222146				
Marceline Desbordes-Valmore	https://francearchives.fr/pages_histoire/39591	poésie###condition féminine	https://francearchives.fr/fr/subject/165998611###https://francearchives.fr/fr/subject/18258287	Desbordes-Valmore, Marceline (1786-1859) 	https://francearchives.fr/fr/agent/19089868		
Marie-Madeleine Fourcade	https://francearchives.fr/pages_histoire/38696	Résistance###condition féminine	https://francearchives.fr/fr/subject/130959884###https://francearchives.fr/fr/subject/18258287	Fourcade, Marie-Madeleine (1909-1989) 	https://francearchives.fr/fr/agent/256194648		
Nicolas-Thomas Brémontier	https://francearchives.fr/pages_histoire/38979	lutte contre l'érosion###littoral	https://francearchives.fr/fr/subject/18259768###https://francearchives.fr/fr/subject/132090450	Brémontier, Nicolas-Théodore (1738-1809) 	https://francearchives.fr/fr/agent/217706393		
Ouverture du Pont Saint-Esprit	https://francearchives.fr/pages_histoire/38664	ouvrage d'art###Moyen Âge	https://francearchives.fr/fr/subject/130640780###https://francearchives.fr/fr/subject/131572578			Pont-Saint-Esprit (Gard)	https://francearchives.fr/fr/location/18377458
Parution de Candide ou l’Optimiste de Voltaire	https://francearchives.fr/pages_histoire/38942	littérature###Mouvement des Lumières 	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/131726467	Voltaire (1694-1778) 	https://francearchives.fr/fr/agent/18615153		
Parution de L’Origine des espèces, de Charles Darwin	https://francearchives.fr/pages_histoire/38972	sciences de la vie et de la terre	https://francearchives.fr/fr/subject/213703462	Darwin, Charles (1809-1882) 	https://francearchives.fr/fr/agent/130829962		
Parution de Lolita ou les confessions d’un veuf de race blanche de Vladimir Nabokov	https://francearchives.fr/pages_histoire/38744	littérature	https://francearchives.fr/fr/subject/217853343				
Pierre Janet	https://francearchives.fr/pages_histoire/38973	médecin###sciences humaines	https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/18260748	Janet, Pierre (1859-1947) 	https://francearchives.fr/fr/agent/301161656		
Pierre Joseph Redouté	https://francearchives.fr/pages_histoire/38978	peinture	https://francearchives.fr/fr/subject/132028797	Redouté, Pierre-Joseph (1759-1840)	https://francearchives.fr/fr/agent/214717961		
Pierre-Joseph Proudhon	https://francearchives.fr/pages_histoire/38691	socialisme###anarchisme###mouvement ouvrier	https://francearchives.fr/fr/subject/18265827 : https://francearchives.fr/fr/subject/131870749###https://francearchives.fr/fr/subject/18277990	Proudhon, Pierre-Joseph (1809-1865) 	https://francearchives.fr/fr/agent/19625748		
Pierre-Louis Moreau de Maupertuis	https://francearchives.fr/pages_histoire/38977	sciences physiques###expédition scientifique###poids-et-mesures	https://francearchives.fr/fr/subject/30299720###https://francearchives.fr/fr/subject/223656###https://francearchives.fr/fr/subject/170958013	Maupertuis, Pierre-Louis Moreau de (1698-1759) 	https://francearchives.fr/fr/agent/214737158		
Première diffusion de Cinq Colonnes à la une	https://francearchives.fr/pages_histoire/38862	télédiffusion###presse###Guerre d'Algérie (1954-1962)	https://francearchives.fr/fr/subject/18263100###https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/131572746	Lazareff, Pierre (1907-1972) 	https://francearchives.fr/fr/agent/232235064		
Première traversée de la Manche en avion par Louis Blériot	https://francearchives.fr/pages_histoire/39004	aéronef###jeux-concours	https://francearchives.fr/fr/subject/128994451###https://francearchives.fr/fr/subject/217665629	Blériot, Louis (1872-1936) 	https://francearchives.fr/fr/agent/131241540		
Présentation au roi Louis X de l’Histoire de Saint Louis de Joinville	https://francearchives.fr/pages_histoire/39485	agent de l'administration royale###littérature###Croisades (1095-1291)	https://francearchives.fr/fr/subject/18271976###https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/256586323	Joinville, Jean de (1224?-1317) ; Louis IX (1214-1270 ; roi de France) 	https://francearchives.fr/fr/agent/19042282###https://francearchives.fr/fr/agent/18412156		
Régine Pernoud	https://francearchives.fr/pages_histoire/39583	recherche historique###condition féminine###Moyen Âge###patrimoine écrit	https://francearchives.fr/fr/subject/221826###https://francearchives.fr/fr/subject/18258287###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130715427	Pernoud, Régine (1909-1998) 	https://francearchives.fr/fr/agent/131730600		
René d’Anjou	https://francearchives.fr/pages_histoire/40086	Moyen-Âge###vie intellectuelle	https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/222798	René I (1409-1480 ; duc d'Anjou) 	https://francearchives.fr/fr/agent/18412253		
René Étiemble	https://francearchives.fr/pages_histoire/39587	littérature###chercheur	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/169254677	Étiemble, René (1909-2002) 	https://francearchives.fr/fr/agent/19179750		
Robert Ier Estienne	https://francearchives.fr/pages_histoire/39480	métiers du livre###Renaissance	https://francearchives.fr/fr/subject/222452###https://francearchives.fr/fr/subject/131693346	Estienne, Robert (1503?-1559)	https://francearchives.fr/fr/agent/19179079		
Second lancement de La Nouvelle Revue Française (NRF)	https://francearchives.fr/pages_histoire/39589	littérature###presse###mouvement d'idées	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/18280918	La Nouvelle revue française (périodique) ; Gide, André (1869-1951)	https://francearchives.fr/fr/agent/165492011###https://francearchives.fr/fr/agent/232235026		
Simone Weil	https://francearchives.fr/pages_histoire/39588	philosophie	https://francearchives.fr/fr/subject/130850802	Weil, Simone (1909-1943 	https://francearchives.fr/fr/agent/19655755		
Thomas Corneille	https://francearchives.fr/pages_histoire/39482	art dramatique : presse	https://francearchives.fr/fr/subject/18259958###https://francearchives.fr/fr/subject/130666092	Corneille, Thomas (1625-1709) ; Corneille, Pierre (1606-1684) ; Le Mercure de France (périodique ; 1672-1832)	https://francearchives.fr/fr/agent/18966821###https://francearchives.fr/fr/agent/131007666		
Traité de Paris	https://francearchives.fr/pages_histoire/40089	texte officiel###frontière###relations internationales	https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/131241982###https://francearchives.fr/fr/subject/171741911	Louis IX (1214-1270 ; roi de France) ; Henri III (1207-1272 ; roi d'Angleterre) 	https://francearchives.fr/fr/agent/18412156###https://francearchives.fr/fr/agent/18995694	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Traité des Pyrénées	https://francearchives.fr/pages_histoire/40083	texte officiel###frontière###relations européennes	https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/131241982###https://francearchives.fr/fr/subject/18276189	Mazarin, Jules (1602-1661) 	https://francearchives.fr/fr/agent/19462793		
Traités du Cateau-Cambrésis	https://francearchives.fr/pages_histoire/40085	texte officiel###frontière###relations européennes###Guerres d'Italie (1494-1559)	https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/131241982###https://francearchives.fr/fr/subject/18276189###https://francearchives.fr/fr/subject/18260030	Henri II (1519-1559 ; roi de France) 	https://francearchives.fr/fr/agent/130722467	Le Cateau-Cambrésis (Nord, France)	https://francearchives.fr/fr/location/165972303
Wanda Landowska	https://francearchives.fr/pages_histoire/38663	musique	https://francearchives.fr/fr/subject/130949414				
Achèvement de l’Imago mundi de Pierre d’Ailly	https://francearchives.fr/pages_histoire/39152	sciences physiques###cartographie 	https://francearchives.fr/fr/subject/30299720###https://francearchives.fr/fr/subject/131414272				
Mort accidentelle d’Albert Camus	https://francearchives.fr/fr/pages_histoire/38915	littérature###philosophie###accident des transports	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/130850802###https://francearchives.fr/fr/subject/131439693	Camus, Albert (1913-1960) 	https://francearchives.fr/fr/agent/131399075	Algérie	https://francearchives.fr/fr/location/130836298
Alfred de Musset	https://francearchives.fr/pages_histoire/39034	 littérature###art dramatique	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/18259958	Musset, Alfred de (1810-1857)	https://francearchives.fr/fr/agent/130924277		
André Campra	https://francearchives.fr/pages_histoire/39192	musique	https://francearchives.fr/fr/subject/130949414	Campra, André (1660-1744)	https://francearchives.fr/fr/agent/18534670		
Aristide Aubert Dupetit-Thouars	https://francearchives.fr/pages_histoire/39490	marine###officier militaire###Campagne d'Égypte (1798-1801)	https://francearchives.fr/fr/subject/131242309###https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/30299386	Dupetit-Thouars, Aristide (1760-1798) 	https://francearchives.fr/fr/agent/214728080		
Assassinat d’Henri IV	https://francearchives.fr/pages_histoire/40095	meurtre 	https://francearchives.fr/fr/subject/130736952	Henri IV (1553-1610 ; roi de France) 	https://francearchives.fr/fr/agent/19028182		
Bernard Palissy	https://francearchives.fr/pages_histoire/39153	artisanat###industrie du feu###protestantisme###Renaissance	https://francearchives.fr/fr/subject/130949929###https://francearchives.fr/fr/subject/217662800###https://francearchives.fr/fr/subject/222748###https://francearchives.fr/fr/subject/131693346	Palissy, Bernard (1510?-1589?) 	https://francearchives.fr/fr/agent/131443646		
Charles René Forbes, comte de Montalembert	https://francearchives.fr/pages_histoire/40092	catholicisme###enseignement privé	https://francearchives.fr/fr/subject/130736691###https://francearchives.fr/fr/subject/131530944	Montalembert, Charles Forbes de (1810-1870) 	https://francearchives.fr/fr/agent/18867505		
Construction du pont Saint-Jean à Bordeaux	https://francearchives.fr/pages_histoire/39486	ouvrage d'art	https://francearchives.fr/fr/subject/130640780	Eiffel, Gustave (1832-1923) 	https://francearchives.fr/fr/agent/18434869	Bordeaux (Gironde, France)	https://francearchives.fr/fr/location/226604290
Création de l’Institut de paléontologie humaine (IPH)	https://francearchives.fr/pages_histoire/39488	organisme de recherche###sciences de la vie et de la terre	https://francearchives.fr/fr/subject/18275756###https://francearchives.fr/fr/subject/213703462	Albert Ier (1848-1922 ; prince de Monaco) ; Institut de paléontologie humaine (Paris) 	https://francearchives.fr/fr/agent/130776303###https://francearchives.fr/fr/agent/130829829		
Création des parcs nationaux	https://francearchives.fr/pages_histoire/39037	parc naturel###protection de la nature	https://francearchives.fr/fr/subject/130728588###https://francearchives.fr/fr/subject/213666618				
Création des URSSAF	https://francearchives.fr/pages_histoire/39039	protection sociale	https://francearchives.fr/fr/subject/167740141				
Début de la promulgation du Code pénal	https://francearchives.fr/pages_histoire/39554	législation###crimes et délits	https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/18264421	Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130744655		
Début des recherches du CNRS sur l’énergie solaire dans les Pyrénées-Orientales	https://francearchives.fr/pages_histoire/39382	énergie solaire###organisme de recherche	https://francearchives.fr/fr/subject/131401321###https://francearchives.fr/fr/subject/18275756	Centre national de la recherche scientifique (France) 	https://francearchives.fr/fr/agent/131505281	Font-Romeu-Odeillo-Via (Pyrénées-Orientales, France)	https://francearchives.fr/fr/location/223475276
Découverte de l’appertisation par Nicolas Appert	https://francearchives.fr/pages_histoire/39492	invention###hygiène alimentaire	https://francearchives.fr/fr/subject/130933374###https://francearchives.fr/fr/subject/18276209	Appert, Nicolas (1752-1841 ; inventeur français)	https://francearchives.fr/fr/agent/127779276		
Découverte de la vallée de Chamonix par Horace Bénédict de Saussure	https://francearchives.fr/pages_histoire/39493	discipline sportive###tourisme de montagne	https://francearchives.fr/fr/subject/130759700###https://francearchives.fr/fr/subject/167787794	Saussure, Horace-Bénédict de (1740-1799) 	https://francearchives.fr/fr/agent/214714822	Chamonix-Mont-Blanc (Haute-Savoie, France)	https://francearchives.fr/fr/location/214421642
Élection de Jean-Baptiste Bernadotte (1764-1844) à la succession au trône de Suède	https://francearchives.fr/pages_histoire/40093	officier militaire###monarchie###Premier Empire (1804-1815)	https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/223584###https://francearchives.fr/fr/subject/214415522	Charles XIV (1763-1844 ; roi de Suède et de Norvège) 	https://francearchives.fr/fr/agent/18425034	Suède	https://francearchives.fr/fr/location/131990536
Fondation de l’abbaye de Cluny	https://francearchives.fr/fr/pages_histoire/38653	institution monastique###Moyen Âge###congrégation	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130848867			Cluny (Saône-et-Loire, France)	https://francearchives.fr/fr/location/130981489
Fondation de l’abbaye Saint-Pierre de Solesmes	https://francearchives.fr/pages_histoire/39381	institution monastique###Moyen Âge###congrégation	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130848867			Solesmes (Sarthe, France)	https://francearchives.fr/fr/location/217997429
Fondation de l’Alliance israélite universelle	https://francearchives.fr/pages_histoire/39720	juif###enseignement	https://francearchives.fr/fr/subject/165937566###https://francearchives.fr/fr/subject/130951948	Alliance israélite universelle 	https://francearchives.fr/fr/agent/165954962		
Fondation de l’Ordre de la Visitation Sainte-Marie	https://francearchives.fr/pages_histoire/39880	congrégation	https://francearchives.fr/fr/subject/130848867			Annecy (Haute-Savoie, France)	https://francearchives.fr/fr/location/214416479
Fondation de l’université de Nantes	https://francearchives.fr/pages_histoire/40097	université###enseignement supérieur	https://francearchives.fr/fr/subject/130865277###https://francearchives.fr/fr/subject/131927185	François II (1435-1488 ; duc de Bretagne) 	https://francearchives.fr/fr/agent/18412288	Nantes (Loire-Atlantique, France)	https://francearchives.fr/fr/location/217173393
Fondation du Parti Socialiste Unifié (PSU)	https://francearchives.fr/pages_histoire/38961	parti politique###socialisme	https://francearchives.fr/fr/subject/130929781###https://francearchives.fr/fr/subject/18265827	Parti socialiste unifié (France) 	https://francearchives.fr/fr/agent/165929348		
François Savary de Brèves	https://francearchives.fr/pages_histoire/38971	diplomate###patrimoine écrit###livre saint	https://francearchives.fr/fr/subject/130941311###https://francearchives.fr/fr/subject/130715427###https://francearchives.fr/fr/subject/18284860			Turquie	https://francearchives.fr/fr/location/130744755
François-Noël Babeuf, dit Gracchus Babeuf	https://francearchives.fr/pages_histoire/40094	Révolution de 1789###mouvement politique et sociétal	https://francearchives.fr/fr/subject/127680731###https://francearchives.fr/fr/subject/223062	Babeuf, Gracchus (1760-1797) 	https://francearchives.fr/fr/agent/169448743		
Franziska Elssler, dite Fanny Elssler	https://francearchives.fr/pages_histoire/39279	danse	https://francearchives.fr/fr/subject/131990493			Autriche	https://francearchives.fr/fr/location/130829987
Frédéric Chopin	https://francearchives.fr/pages_histoire/39274	musique 	https://francearchives.fr/fr/subject/130949414	Chopin, Frédéric (1810-1849) 	https://francearchives.fr/fr/agent/18905667	Pologne	https://francearchives.fr/fr/location/130836272
Gaspard-Félix Tournachon, dit Nadar	https://francearchives.fr/pages_histoire/39161	arts plastiques###aéronef	https://francearchives.fr/fr/subject/131051621###https://francearchives.fr/fr/subject/128994451	Nadar (1820-1910) 	https://francearchives.fr/fr/agent/167884598		
Guillaume Postel	https://francearchives.fr/pages_histoire/39379	Renaissance###ministre du culte###mysticisme	https://francearchives.fr/fr/subject/131693346###https://francearchives.fr/fr/subject/129244593 	Postel, Guillaume (1510-1581)	https://francearchives.fr/fr/agent/301156105		
Henri de Rouvroy, comte de Saint-Simon, dit Henri Saint-Simon	https://francearchives.fr/pages_histoire/39722	philosophie###mouvement politique et sociétal###économie	https://francearchives.fr/fr/subject/130850802###https://francearchives.fr/fr/subject/223062###https://francearchives.fr/fr/subject/130956352	Saint-Simon, Claude-Henri de (1760-1825) 	https://francearchives.fr/fr/agent/18927214		
Inauguration à Meyrin (Suisse) du synchrotron du CERN	https://francearchives.fr/pages_histoire/39383	organisme de recherche###énergie nucléaire	https://francearchives.fr/fr/subject/18275756###https://francearchives.fr/fr/subject/130999017	CERN 	https://francearchives.fr/fr/agent/18851440	Meyrin (Suisse)	https://francearchives.fr/fr/location/356983842
Indépendances de l’Afrique francophone	https://francearchives.fr/pages_histoire/38959	indépendance###francophonie	https://francearchives.fr/fr/subject/217849281###https://francearchives.fr/fr/subject/18264688	Gaulle, Charles de (1890-1970) 	https://francearchives.fr/fr/agent/130851666		
Inondation de Paris	https://francearchives.fr/pages_histoire/39719	inondation	https://francearchives.fr/fr/subject/130915636			Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Ioannis Papadiamantopoulos, dit Jean Moréas	https://francearchives.fr/pages_histoire/38918	poésie	https://francearchives.fr/fr/subject/165998611	Moréas, Jean (1856-1910) 	https://francearchives.fr/fr/agent/30344753		
Jacques Sarazin	https://francearchives.fr/pages_histoire/39276	sculpture###patrimoine architectural	https://francearchives.fr/fr/subject/130953741###https://francearchives.fr/fr/subject/222224	Sarrazin, Jacques (15..-1660) 	https://francearchives.fr/fr/agent/19392858		
Jean Anouilh	https://francearchives.fr/pages_histoire/38919	art dramatique 	https://francearchives.fr/fr/subject/18259958	Anouilh, Jean (1910-1987) 	https://francearchives.fr/fr/agent/130848950		
Jean Genet	https://francearchives.fr/pages_histoire/38920	littérature 	https://francearchives.fr/fr/subject/217853343	Genet, Jean (1910-1986) 	https://francearchives.fr/fr/agent/256196325		
Jean Goujon	https://francearchives.fr/pages_histoire/39272	sculpture###Renaissance	https://francearchives.fr/fr/subject/130953741###https://francearchives.fr/fr/subject/131693346	Goujon, Jean (1510?-1567?)	https://francearchives.fr/fr/agent/18412457		
Jean Vauthier	https://francearchives.fr/pages_histoire/38922	art dramatique 	https://francearchives.fr/fr/subject/18259958	Vauthier, Jean (1910-1992) 	https://francearchives.fr/fr/agent/86127428		
Jean-François Le Sueur	https://francearchives.fr/pages_histoire/39275	musique	https://francearchives.fr/fr/subject/130949414	Le Sueur, Jean-François (1760-1837) ; Berlioz, Hector (1803-1869)	https://francearchives.fr/fr/agent/86127428###https://francearchives.fr/fr/agent/18703363		
Jean-Louis Barrault	https://francearchives.fr/pages_histoire/39158	art dramatique###cinéma###compagnie théâtrale	https://francearchives.fr/fr/subject/18259958###https://francearchives.fr/fr/subject/222146###https://francearchives.fr/fr/subject/18273072	Barrault, Jean-Louis (1910-1994) ; Renaud, Madeleine (1900-1994) ; Compagnie Renaud-Barrault	https://francearchives.fr/fr/agent/232234520###https://francearchives.fr/fr/agent/232235205###https://francearchives.fr/fr/agent/168609583		
Jean-Louis Baudelocque	https://francearchives.fr/pages_histoire/39694	médecin###accouchement###établissement de santé	https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/18270533###https://francearchives.fr/fr/subject/130728645	Baudelocque, Jean-Louis (1745-1810)	https://francearchives.fr/fr/agent/18675652		
Joachim du Bellay	https://francearchives.fr/pages_histoire/39040	poésie###Renaissance	https://francearchives.fr/fr/subject/165998611###https://francearchives.fr/fr/subject/131693346	Du Bellay, Joachim (1522?-1560)	https://francearchives.fr/fr/agent/130980098		
Jules Renard	https://francearchives.fr/pages_histoire/38921	littérature	https://francearchives.fr/fr/subject/217853343				
Julien Gracq	https://francearchives.fr/pages_histoire/38917	littérature	https://francearchives.fr/fr/subject/217853343	Gracq, Julien (1910-2007)	https://francearchives.fr/fr/agent/232235531	Saint-Florent-le-Vieil (Maine-et-Loire, France)	https://francearchives.fr/fr/location/18334984
Loi sur les mines, les minières et les carrières	https://francearchives.fr/pages_histoire/40091	législation###carrière###exploitation minière###mineur de fond	https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/170285692###https://francearchives.fr/fr/subject/170285648###https://francearchives.fr/fr/subject/18279435				
Loi sur les retraites ouvrières et paysannes	https://francearchives.fr/pages_histoire/39036	législation###ouvrier###agriculteur###assurance vieillesse	https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/171229256###https://francearchives.fr/fr/subject/171042734###https://francearchives.fr/fr/subject/130690677				
 Louis II de Bourbon	https://francearchives.fr/pages_histoire/40105	administration centrale###monarchie###frontière	https://francearchives.fr/fr/subject/18271976###https://francearchives.fr/fr/subject/223584###https://francearchives.fr/fr/subject/131241982	Charles VI (1368-1422 ; roi de France) ; Louis II de Bourbon (1337-1410)	https://francearchives.fr/fr/agent/18412215		
Louise de Marillac et Vincent de Paul	https://francearchives.fr/pages_histoire/39387	congrégation###ministre du culte###missions	https://francearchives.fr/fr/subject/130848867###https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/18253854	Louise de Marillac (1591-1660 ; sainte) ; Vincent de Paul (1581-1660 ; saint) ; Congrégation de la Mission ; Filles de la Charité de Saint-Vincent-de-Paul	https://francearchives.fr/fr/agent/19061363###https://francearchives.fr/fr/agent/131004168###https://francearchives.fr/fr/agent/215709848###https://francearchives.fr/fr/agent/131490752		
Marius Petipa	https://francearchives.fr/pages_histoire/39155	danse	https://francearchives.fr/fr/subject/131990493	Petipa, Marius (1818-1910) 	https://francearchives.fr/fr/agent/223322989		
Matteo Ricci	https://francearchives.fr/pages_histoire/39380	missions###ministre du culte###catholicisme	https://francearchives.fr/fr/subject/18253854###https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130736691	Compagnie de Jésus ; Li ma dou (1552-1610) ; Ricci, Matteo (1552-1610)	https://francearchives.fr/fr/agent/18956395	Chine	https://francearchives.fr/fr/location/131991205
Maurice de Guérin	https://francearchives.fr/pages_histoire/39035	littérature 	https://francearchives.fr/fr/subject/217853343	Guérin, Maurice de (1810-1839) 	https://francearchives.fr/fr/agent/30345706		
Maurice Scève	https://francearchives.fr/pages_histoire/39041	poésie###Renaissance	https://francearchives.fr/fr/subject/165998611###https://francearchives.fr/fr/subject/131693346			Lyon (Rhône, France)	https://francearchives.fr/fr/location/218294602
Maximilien de Béthune, duc de Sully	https://francearchives.fr/pages_histoire/40096	administration centrale###agent de l'administration royale	https://francearchives.fr/fr/subject/130921480###https://francearchives.fr/fr/subject/18271976	Sully, Maximilien de Béthune duc de (1559-1641) ; Henri IV (1553-1610 ; roi de France)	https://francearchives.fr/fr/agent/131781987###https://francearchives.fr/fr/agent/19028182		
Mort du Douanier Rousseau	https://francearchives.fr/pages_histoire/39156	peinture	https://francearchives.fr/fr/subject/132028797				
Mort du duc Maurice de Broglie	https://francearchives.fr/pages_histoire/39494	sciences physiques	https://francearchives.fr/fr/subject/30299720	Broglie, Maurice de (1875-1960) 	https://francearchives.fr/fr/agent/232234323		
Naissance du franc	https://francearchives.fr/pages_histoire/38652	monnaie###guerre de Cent Ans (1337-1453)	https://francearchives.fr/fr/subject/130784552###https://francearchives.fr/fr/subject/226636784	Jean II (1319-1364 ; roi de France) ; Charles V (1338-1380 ; roi de France)	https://francearchives.fr/fr/agent/238390995###https://francearchives.fr/fr/agent/30334083		
Paris annexe ses villages	https://francearchives.fr/pages_histoire/39721	regroupement de communes	https://francearchives.fr/fr/subject/130665117	Haussmann, Georges Eugène (1809-1891) 	https://francearchives.fr/fr/agent/19186523	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Parution du Mystère de la charité de Jeanne d’Arc, de Charles Péguy, dans les Cahiers de la Quinzaine	https://francearchives.fr/pages_histoire/38923	littérature###presse 	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/130666092	Péguy, Charles (1873-1914) ; Les Cahiers de la quinzaine (Périodique)	https://francearchives.fr/fr/agent/131606096		
Paul Robert	https://francearchives.fr/pages_histoire/38924	dictionnaire	https://francearchives.fr/fr/subject/131449539				
Pauline Garcia Viardot	https://francearchives.fr/pages_histoire/39159	musique	https://francearchives.fr/fr/subject/130949414	 Malibran, Maria (1808-1836) ; Viardot, Pauline (1821-1910) 	https://francearchives.fr/fr/agent/19539778		
